Customer Lifetime Value,UnredeemedPoints,PointsRedeemedRatio,KMPerRedeemedPoint,AvgDistancePerFlight,FlightsWithCompanionsRatio,TotalFlights,kmeans_cluster,outlier
6439.33,34109.0,0.0,0.0,2080.42012195122,0.2256097560975609,164.0,0,False
2683.4699999999993,26554.0,0.3516614986449203,28.44417829618829,2069.098484848485,0.2929292929292929,198.0,0,False
7577.07,36109.0,0.0,0.0,1563.5640692640693,0.2943722943722944,231.0,0,False
5555.49,0.0,0.0,0.0,0.0,0.0,0.0,1,False
4502.869999999999,29184.0,0.2314539277907987,43.21966093981113,1609.5661016949152,0.135593220338983,236.0,0,False
4807.0,1184.0,0.0,0.0,1315.5555555555557,0.1111111111111111,9.0,1,False
13466.92,0.0,0.0,0.0,0.0,0.0,0.0,1,False
5015.01,35279.0,0.2471082846045499,40.482260989722775,2020.448706896552,0.1724137931034483,232.0,0,False
17651.96,34161.0,0.0,0.0,1691.739108910891,0.2326732673267326,202.0,0,False
2580.8500000000004,21950.0,0.1838024764808686,54.41970463281408,3022.4337078651683,0.449438202247191,89.0,0,False
9202.64,46827.0,0.0858922052823706,116.46227272727273,1843.2877697841727,0.1906474820143885,278.0,0,False
5595.39,13624.0,0.0,0.0,1747.025641025641,0.1538461538461538,78.0,1,False
4015.3400000000006,23602.0,0.1430542444266938,69.92870558375634,1732.8245283018866,0.2641509433962264,159.0,0,False
14727.51,6456.0,0.0,0.0,1094.5254237288136,0.1864406779661017,59.0,1,False
4812.53,25635.0,0.310701801559559,32.196105581999134,1771.5523809523809,0.2571428571428571,210.0,0,False
3358.5300000000007,26309.0,0.4086669213998337,24.47581124188758,2119.139047619048,0.3095238095238095,210.0,0,False
4878.83,12325.0,0.6776513665489734,14.76051717483597,2249.676470588235,0.3176470588235294,170.0,0,False
3803.92,27549.0,0.3282370153621068,30.47671049699131,2317.7796610169494,0.3615819209039548,177.0,0,False
31410.93,26335.0,0.3452099753847684,28.97646931719965,2352.6859649122807,0.4561403508771929,171.0,0,False
8257.67,48370.0,0.0,0.0,2360.190731707317,0.3268292682926829,205.0,0,False
2411.26,0.0,1.651823346160894,6.055913024184601,1091.76,0.22,50.0,1,False
2761.6900000000005,4160.0,0.0,0.0,2311.9444444444443,0.3333333333333333,18.000000000000014,1,False
8262.88,29774.0,0.2854640140152151,35.04199243379571,2409.3901734104047,0.3641618497109826,173.0,0,False
2701.04,12394.0,0.0,0.0,2883.116279069768,0.627906976744186,43.0,1,False
15777.89,38714.0,0.1736077016671291,57.61977130210254,2110.908108108108,0.3063063063063063,222.0,0,False
2822.59,18166.0,0.5592809141415367,17.88483928339045,1926.631775700935,0.322429906542056,214.0,0,False
8621.0,33027.0,0.3353524783159928,29.82694431108977,3145.7987341772155,0.1835443037974683,158.0,0,False
7772.58,30411.0,0.1107894736842105,90.29113222486144,1636.904784688995,0.1291866028708134,209.0,0,False
14723.41,39026.0,0.1784864751078833,56.0390965915792,2179.612385321101,0.2018348623853211,218.0,0,False
8382.48,24260.0,0.1148892699478273,87.06328993331216,1531.6329608938547,0.2905027932960894,179.0,0,False
5498.94,0.0,0.0,0.0,0.0,0.0,0.0,1,False
2816.76,40965.0,0.1139829133773115,87.75943074003796,2598.270786516854,0.1685393258426966,178.0,0,False
2551.2299999999996,13458.0,0.2651523424702413,37.72324958813839,1327.4210144927538,0.2753623188405797,138.0,0,False
7251.33,10730.0,0.0,0.0,2981.25,0.1666666666666666,36.0,1,False
7562.82,15504.0,0.0,0.0,2501.274193548388,0.1935483870967742,62.0,1,False
2799.75,32676.0,0.3062273084354233,32.66391874089995,2131.727149321267,0.2443438914027149,221.0,0,False
4839.11,0.0,0.0,0.0,0.0,0.0,0.0,1,False
8838.09,576.0,0.0,0.0,524.2727272727275,0.4545454545454545,11.0,1,False
5897.99,30402.0,0.4257814713381811,23.492711706516435,2744.0217616580308,0.2797927461139896,193.0,0,False
5074.25,14148.0,0.0,0.0,2211.3921875,0.203125,64.0,1,False
11611.95,13961.0,0.6070312719903173,16.479532597607346,2054.321387283237,0.3526011560693641,173.0,0,False
3923.2700000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,False
8256.3,39170.0,0.1408203553410835,71.03433021806853,2923.3358974358976,0.25,156.0,0,False
5507.06,17311.0,0.4270157553290083,23.42898224943803,1331.5299559471366,0.2466960352422907,227.0,0,False
7944.97,0.0,0.0,0.0,0.0,0.0,0.0,1,False
8311.14,22589.0,0.298848434056554,33.47070004154549,1862.7508670520235,0.3468208092485549,173.0,0,False
2943.05,39797.0,0.2156835695000098,46.37691885964912,2405.445497630332,0.2369668246445497,211.0,0,False
4756.13,9306.0,0.0,0.0,1899.7755102040817,0.3061224489795918,49.0,1,False
17420.57,39747.0,0.09649481723949799,103.6666195524146,1544.0870175438597,0.1473684210526315,285.0,0,False
5041.45,15460.0,0.6394925846469546,15.6416022462077,1675.606640625,0.2578125,256.0,0,False
3671.8199999999997,25513.0,0.2023947228561603,49.42455977757182,2222.045833333333,0.2013888888888889,144.0,0,False
5905.97,35341.0,0.3153092064476131,31.72341013824885,2264.467105263158,0.1622807017543859,228.0,0,False
11281.52,56338.0,0.0,0.0,2056.7000000000003,0.2372262773722627,274.0,0,False
7380.09,8027.0,0.7321744352874445,13.664167881881152,1959.7810457516337,0.2287581699346405,153.0,1,False
2658.2199999999993,41284.0,0.2281056016752673,43.853524590163936,2306.0905172413795,0.2241379310344827,232.0,0,False
11315.2,596.0,0.0,0.0,541.9090909090908,0.0,11.0,1,False
16473.17,28881.0,0.3540371281592485,28.25474761513677,2317.3284974093267,0.3367875647668393,193.0,0,False
7902.68,26477.0,0.11907772158637209,84.00600726459905,2464.405737704918,0.3524590163934426,122.0,0,False
8447.8,0.0,1.0692930294020482,9.353981617363097,2576.723404255319,0.2127659574468085,47.0,1,False
2487.26,39974.0,0.0,0.0,3476.758260869565,0.2869565217391304,115.0,0,False
11638.9,0.0,0.0,0.0,0.0,0.0,0.0,1,False
11727.78,27584.0,0.227100787357449,44.04391116594695,1405.4169291338585,0.1929133858267716,254.0,0,False
2560.6900000000005,4504.000000000002,0.0,0.0,1877.1666666666667,0.0,23.999999999999986,1,False
10827.87,2634.0,0.0,0.0,1646.625,0.1875,16.000000000000014,1,False
7455.36,19096.0,0.5503861367489169,18.173455681040384,2638.6503105590064,0.3291925465838509,161.0,0,False
2795.41,15987.0,0.4944822134387351,20.22847550837703,3012.694285714286,0.4761904761904761,105.0,0,False
31864.86,17479.0,0.5109811711384047,19.575930792816468,2367.780132450331,0.2781456953642384,151.0,0,False
21423.64,41395.0,0.0,0.0,2366.0457142857144,0.1257142857142857,175.0,0,False
19357.8,14122.0,0.4574096130940946,21.86909701805964,1276.2333333333331,0.1911764705882352,204.0,0,False
7524.74,31161.0,0.0,0.0,1498.6889423076923,0.3028846153846153,208.0,0,False
6511.47,45748.0,0.186658844027237,53.58547480712449,2855.806598984772,0.2385786802030456,197.0,0,False
57520.5,26865.0,0.2894173036739228,34.56321513434473,1775.543192488263,0.2065727699530516,213.0,0,False
7796.0,28114.0,0.5334008265148623,18.75296057749152,2327.0324324324324,0.1814671814671814,259.0,0,False
5568.95,1654.0,0.7149750129243495,13.990118100747168,3627.8125,0.25,16.000000000000014,1,False
3455.2299999999996,41948.0,0.11933154182062472,83.82658339197748,2268.90619047619,0.2333333333333333,210.0,0,False
14083.97,6227.0,0.7908437458014241,12.6494245062646,1418.2414285714283,0.3761904761904762,210.0,0,False
17732.46,17363.0,0.2437058977262828,41.04511170688114,1510.8381578947367,0.2697368421052631,152.0,0,False
5137.35,24320.0,0.4920847082410927,20.32798998387233,2800.9830409356723,0.1403508771929824,171.0,0,False
17684.65,32712.0,0.2359508571962442,42.39354583250841,1870.1292576419207,0.3668122270742358,229.0,0,False
7292.91,18903.0,0.498461130273282,20.06839836056848,2464.2156862745096,0.2549019607843137,153.0,0,False
3044.79,41798.0,0.1785307181321488,56.02492294143549,2120.543333333333,0.3083333333333333,240.0,0,False
6842.58,13662.0,0.6425525234818555,15.567152571358768,2077.791847826087,0.25,184.0,0,False
21892.940000000002,9815.0,0.5009152852639073,19.970074104151863,2115.324731182796,0.3548387096774194,93.0,1,False
7155.47,6975.0,0.6145770017129911,16.275112389857938,2154.902380952381,0.4166666666666667,84.0,1,False
15771.39,11517.0,0.3306793746730981,30.249648506151143,2648.007692307692,0.1846153846153846,65.0,1,False
2519.92,31230.0,0.2153266331658291,46.451948658109686,4190.454736842105,0.4631578947368421,95.0,0,False
4285.58,35036.0,0.10150279530184131,98.54386053562405,2671.4835616438354,0.1780821917808219,146.0,0,False
7805.31,14066.0,0.1720525045617752,58.143516934656176,2296.6689189189187,0.3783783783783784,74.0,0,False
5470.06,12753.0,0.2407120743034055,41.55231263912936,2210.4736842105262,0.2236842105263158,76.0,1,False
7486.09,19747.0,0.4206032509829235,23.782839204743635,2157.76582278481,0.4050632911392405,158.0,0,False
5879.18,30628.0,0.3554035567715458,28.14460827855747,1939.9102040816329,0.2040816326530612,245.0,0,False
2345.08,33048.0,0.2790418639150068,35.84630599640372,3371.3977941176468,0.1764705882352941,136.0,0,False
26511.6,14120.0,0.3967874231032126,25.21013135228252,1734.457037037037,0.2740740740740741,135.0,0,False
3495.8899999999994,791.0,0.808567279767667,12.36815324753068,2174.842105263158,0.4210526315789473,19.000000000000014,1,False
4369.5,21503.0,0.2752856324357116,36.336716454456415,1854.989375,0.2375,160.0,0,False
23740.120000000003,34392.0,0.0,0.0,2422.774647887324,0.4154929577464789,142.0,0,False
2515.41,25055.0,0.5429420993104455,18.42365688942647,1676.8908256880736,0.2018348623853211,327.0,0,False
4854.75,7610.0,0.0,0.0,2003.315789473684,0.2105263157894736,38.0,1,False
3528.04,23955.0,0.0,0.0,2887.0674698795183,0.1325301204819277,83.0,1,False
3289.13,32291.0,0.3893532526475037,25.689625528194664,2859.0470270270266,0.2702702702702703,185.0,0,False
30081.369999999995,38712.0,0.1124154533990599,88.98270446665308,1983.1009090909088,0.1545454545454545,220.0,0,False
7842.87,24528.0,0.2175826980126957,45.97402140448615,1781.7545454545457,0.3295454545454545,176.0,0,False
8186.1,26982.0,0.4403932304629169,22.713831590844872,2905.4548192771085,0.3614457831325301,166.0,0,False
11633.58,0.0,0.0,0.0,0.0,0.0,0.0,1,False
7858.11,39758.0,0.10990216490921711,91.01275208800162,1917.517596566524,0.2403433476394849,233.0,0,False
15470.6,33378.0,0.2977783388033325,33.59315387876219,2094.614537444934,0.3832599118942731,227.0,0,False
12036.62,6360.0,0.7454065089467996,13.421132055206488,2335.653271028037,0.5327102803738317,107.0,1,False
5719.09,0.0,1.3127177700348431,7.621471229500425,1827.2477272727272,0.2272727272727272,44.0,1,False
32196.6,20645.0,0.0,0.0,3687.866071428572,0.4285714285714285,56.0,1,False
2337.3600000000006,26771.0,0.4066316466077088,24.60008176169192,2338.409844559585,0.2176165803108808,193.0,0,False
2991.42,24836.0,0.1267536303224218,78.91312066574203,2032.012857142857,0.2285714285714285,140.0,0,False
6005.85,0.0,1.1683864487261435,8.562497069167641,1327.9654545454546,0.2484848484848484,165.0,1,False
5812.0,974.0,0.0,0.0,1218.125,0.0,8.0,1,False
8092.88,21455.0,0.1364459649828939,73.31610619469026,1261.6324873096446,0.1472081218274111,197.0,0,False
4376.08,35251.0,0.0,0.0,2304.569934640523,0.3594771241830065,153.0,0,False
20998.26,24882.0,0.2650420912715994,37.74525799621085,1605.157345971564,0.1990521327014218,211.0,0,False
11218.44,37503.0,0.08793988180646412,113.7462942477876,1967.9741626794253,0.3301435406698564,209.0,0,False
21295.51,24041.0,0.3466586950023099,28.855456255879588,2056.313966480447,0.4245810055865922,179.0,0,False
14166.2,35166.0,0.0,0.0,3287.47476635514,0.10280373831775702,107.0,0,False
6827.18,5532.0,0.5020253848231164,19.929765106688183,1406.940506329114,0.2658227848101265,79.0,1,False
3543.2299999999996,34709.0,0.3219839037349586,31.065073105623974,2709.2359788359786,0.1428571428571428,189.0,0,False
3886.6499999999996,28493.0,0.4460386896082434,22.42563856682068,2449.947619047619,0.2857142857142857,210.0,0,False
4916.37,25349.0,0.2439453591028394,41.00573419733464,2378.623404255319,0.2127659574468085,141.0,0,False
3884.8600000000006,26138.0,0.1881600198782457,53.15945856718389,1677.2916666666667,0.1666666666666666,192.0,0,False
5107.16,28534.0,0.378384855020369,26.43492429040244,2495.370652173913,0.2880434782608695,184.0,0,False
5137.85,29295.0,0.0,0.0,3185.108695652174,0.04347826086956519,92.0,0,False
8173.5,19308.0,0.452317467521416,22.11545842217484,2111.6952095808383,0.2634730538922156,167.0,0,False
3387.7800000000007,18198.0,0.0,0.0,2427.034666666667,0.04000000000000001,75.0,1,False
13432.0,9524.0,0.0,0.0,992.6145833333333,0.1875,96.0,1,False
8364.56,0.0,0.0,0.0,0.0,0.0,0.0,1,False
4731.84,26973.0,0.4193235882973456,23.85328575829141,2445.3384210526315,0.1684210526315789,190.0,0,False
4866.65,8327.0,0.2318265682656826,43.15240748109829,1426.8684210526317,0.3947368421052631,76.0,1,False
5532.46,8236.0,0.3403283940728874,29.38762061661568,4624.740740740741,0.5925925925925926,26.999999999999986,1,False
12036.62,29165.0,0.0,0.0,1768.0248484848482,0.0969696969696969,165.0,0,False
9427.68,14336.0,0.3055272973889454,32.7447756461075,1464.6900709219858,0.056737588652482185,141.0,1,False
2396.2199999999993,26104.0,0.1308227616288749,76.46439297531178,1820.7793939393937,0.3575757575757576,165.0,0,False
2565.12,34256.0,0.2101998939432365,47.58871339256334,2036.930985915493,0.2676056338028169,213.0,0,False
2414.7700000000004,8450.0,0.0,0.0,1761.0625,0.3541666666666667,48.0,1,False
6098.46,20003.0,0.5533050468959357,18.077814101787947,1964.5350877192984,0.1666666666666666,228.0,0,False
5246.28,0.0,0.0,0.0,0.0,0.0,0.0,1,False
3933.8100000000004,31150.0,0.1686682679476915,59.3065664556962,2154.1235632183907,0.3563218390804598,174.0,0,False
4722.24,22781.0,0.2533267781055391,39.48751455556993,2062.1554054054054,0.3310810810810811,148.0,0,False
5154.05,46587.0,0.0643677699228791,155.3994383775351,2635.2126984126985,0.1957671957671957,189.0,0,False
14635.45,13138.0,0.5641297856811094,17.73245706892496,2184.947101449276,0.108695652173913,138.0,1,False
11790.5,22393.0,0.4207558395199048,23.7748186401082,1790.375925925926,0.2361111111111111,216.0,0,False
4628.28,23482.0,0.2189069620463692,45.69843488831485,1432.101904761905,0.1714285714285714,210.0,0,False
4568.82,25532.0,0.4372864919665881,22.87432085076357,2327.432820512821,0.1589743589743589,195.0,0,False
4122.96,52779.0,0.0,0.0,2478.569483568075,0.215962441314554,213.0,0,False
10382.38,42724.0,0.05511323425336159,181.49506420545748,2791.8870370370373,0.2222222222222222,162.0,0,False
3585.9400000000005,5105.0,0.8372804640933287,11.947392264352064,1868.0601190476189,0.3630952380952381,168.0,1,False
5793.16,0.0,0.0,0.0,0.0,0.0,0.0,1,False
2989.96,24600.0,0.5501837663881219,18.18004254046329,2357.841810344828,0.3017241379310345,232.0,0,False
17556.99,12223.0,0.6618997565833149,15.112064858539846,2318.055128205128,0.2948717948717949,156.0,0,False
14349.86,33719.0,0.1292704970948999,77.37916500199759,1927.164676616916,0.1044776119402985,201.0,0,False
4163.790000000001,6641.0,0.6947228095982348,14.3998941308807,1798.5586776859504,0.2479338842975206,121.0,1,False
5015.01,5057.000000000002,0.7261750054147715,13.77666840653195,1239.992617449664,0.3758389261744966,149.0,1,False
4935.19,38037.0,0.3078140922987334,32.49372746083358,1761.6391025641026,0.0801282051282051,312.0,0,False
13021.09,1770.0,0.8963882222092139,11.161274733886238,1780.3395833333334,0.1770833333333333,96.0,1,False
5592.46,38919.0,0.2027898973760216,49.32158585858586,2370.309223300971,0.1699029126213592,206.0,0,False
9670.18,22538.0,0.401984716620675,24.887326732673262,1478.6,0.2509803921568627,255.0,0,False
4686.47,21680.0,0.3427116177540625,29.190383934890303,1907.330057803468,0.3352601156069364,173.0,0,False
6763.18,11694.0,0.741500508422123,13.488334724540902,2185.761835748792,0.1739130434782608,207.0,0,False
5636.74,27873.0,0.23846342996093,41.94902612282309,1887.273711340206,0.3247422680412371,194.0,0,False
9006.6,18492.0,0.3674921329867286,27.223771407297097,1341.7073394495417,0.2110091743119266,218.0,0,False
4523.75,2906.0,0.7630656339176518,13.10876161983118,1947.3793650793648,0.4126984126984127,63.0,1,False
35537.85,15573.0,0.5241689073576142,19.082588166715244,2728.015,0.2333333333333333,120.0,0,False
4834.4,34734.0,0.0,0.0,2055.8798816568046,0.2011834319526627,169.0,0,False
8360.15,40621.0,0.1894927969990821,52.78529009160788,2739.354644808743,0.2076502732240437,183.0,0,False
3353.38,44740.0,0.0,0.0,2016.0184684684684,0.2027027027027027,222.0,0,False
13345.14,0.0,0.0,0.0,0.0,0.0,0.0,1,False
6217.26,20911.0,0.3262340507797396,30.6599901234568,2170.8559440559443,0.2937062937062937,143.0,0,False
26199.53,16741.0,0.6250279980289387,16.00420713133847,2313.976165803109,0.2124352331606217,193.0,0,False
16107.19,15562.0,0.5732814170939702,17.448883149184482,1779.530731707317,0.1365853658536585,205.0,0,False
10221.81,0.0,0.0,0.0,0.0,0.0,0.0,1,False
8427.17,38206.0,0.0,0.0,2183.770285714286,0.1771428571428571,175.0,0,False
2859.8,7503.0,0.0,0.0,1667.7555555555557,0.0222222222222222,45.0,1,False
7986.19,13350.0,0.5742034255095206,17.420185524634782,2119.024324324324,0.1824324324324324,148.0,0,False
18370.57,3732.0,0.0,0.0,1287.8275862068967,0.3448275862068966,29.0,1,False
5282.54,8348.0,0.3558144918589397,28.10865322055953,2445.4528301886794,0.490566037735849,53.0,1,False
2760.95,20587.0,0.0,0.0,2674.714285714286,0.1298701298701298,77.0,1,False
2962.9799999999996,3725.0,0.0,0.0,1960.684210526316,0.2105263157894736,19.000000000000014,1,False
9420.97,38064.0,0.1907647171375725,52.43344477878079,2168.1350230414746,0.3225806451612903,217.0,0,False
5953.21,6120.0,0.0,0.0,3060.9,0.4,20.000000000000014,1,False
6444.08,34436.0,0.283180682764363,35.323397530138195,3161.4440789473683,0.3026315789473684,152.0,0,False
2542.8500000000004,10215.0,0.0,0.0,5108.625,0.15,20.000000000000014,1,False
11618.56,0.0,0.0,0.0,0.0,0.0,0.0,1,False
10634.84,41371.0,0.1058978625921203,94.45385714285717,1814.9956862745096,0.2470588235294117,255.0,0,False
4890.11,7308.0,0.8148701709943001,12.276065532999658,1786.806334841629,0.2941176470588235,221.0,0,False
3633.05,28857.0,0.1129384279610218,88.56227544910179,4017.00987654321,0.4567901234567901,81.0,0,False
25640.239999999998,35419.0,0.1850769620136668,54.04430631526604,2162.8477611940298,0.2189054726368159,201.0,0,False
3173.0300000000007,15248.0,0.4932872524258939,20.279810024252225,2351.82421875,0.2265625,128.0,0,False
3605.8600000000006,41597.0,0.1465006052896157,68.2787675070028,1734.9124555160142,0.2348754448398576,281.0,0,False
3839.6100000000006,22934.0,0.2418763016098641,41.3573459067924,1891.323125,0.33125,160.0,0,False
2409.37,15888.0,0.2783430232558139,35.93554177545692,1914.895652173913,0.5304347826086957,115.0,0,False
8652.65,11279.0,0.416231043941825,24.028972892315345,2972.938461538461,0.2769230769230769,65.0,1,False
2894.24,13282.0,0.0,0.0,2330.6666666666665,0.087719298245614,57.0,1,False
9575.76,47514.0,0.1231638001033439,81.21194186394966,2258.36875,0.2958333333333333,240.0,0,False
26453.939999999995,27369.0,0.300079277804772,33.33183057780808,2069.3952380952383,0.2539682539682539,189.0,0,False
5614.59,24280.0,0.2877676738046348,34.758124362895,1970.96647398844,0.2023121387283237,173.0,0,False
9120.07,39730.0,0.08834327673244602,113.2263376623377,2812.396129032258,0.2580645161290322,155.0,0,False
5326.68,33381.0,0.2421848396104338,41.30462129733783,1941.135242290749,0.0572687224669603,227.0,0,False
5389.5,7286.0,0.3236167842554772,30.909351692484226,1995.3703703703704,0.2222222222222222,54.0,1,False
2554.55,13477.0,0.0,0.0,1925.6957142857143,0.4285714285714285,70.0,1,False
5479.56,36259.0,0.2362828316869221,42.33315207701907,3275.126206896552,0.2551724137931034,145.0,0,False
5914.95,15835.0,0.478511444096822,20.905609084652443,1624.3770053475937,0.2834224598930481,187.0,0,False
9863.5,33404.0,0.2422819553135987,41.28391536372999,2505.4176136363635,0.3125,176.0,0,False
15994.01,1533.0,0.0,0.0,1095.2142857142858,0.0,14.0,1,False
6063.2,19662.0,0.3538400867593414,28.268264140429093,1902.2775,0.1375,160.0,0,False
3703.9300000000003,43324.0,0.1916862569498862,52.18234378041659,2404.1318385650225,0.1748878923766816,223.0,0,False
2152.08,31837.0,0.11131891137473832,89.86722668004012,1445.1229838709678,0.2379032258064516,248.0,0,False
7155.34,13999.0,0.0,0.0,2546.2,0.018181818181818077,55.0,1,False
4966.77,17216.0,0.1992558139534883,50.20100373482727,2906.2310810810814,0.2162162162162162,74.0,0,False
4001.52,35026.0,0.0,0.0,2758.636220472441,0.2283464566929134,127.0,0,False
13355.49,42708.0,0.09236196710162792,108.29033594109524,2629.216759776536,0.05586592178770938,179.0,0,False
9767.94,40372.0,0.08272555835775791,120.91549024993134,2768.888679245283,0.3459119496855345,159.0,0,False
5037.95,12256.0,0.0,0.0,2188.9089285714285,0.3214285714285714,56.0,1,False
3013.4400000000005,8524.0,0.6947428735138232,14.398484536082472,1734.9726708074534,0.1925465838509316,161.0,1,False
5601.68,24440.0,0.0,0.0,1810.8362962962965,0.2148148148148148,135.0,0,False
3469.84,0.0,0.0,0.0,0.0,0.0,0.0,1,False
8257.67,45358.0,0.19552339399099,51.158690130624095,2399.8868085106383,0.2170212765957447,235.0,0,False
